Wordsin the spoken component 
__________________
Number	Word	Tag	Frequency
52048	mafford np0		2
52049	maggi aj0-nn1		2
52050	maggi nn1-np0		2
52051	magicians nn2		2
52052	magistracy nn1		2
52053	magi np0		2
52054	magnesia np0-nn1		2
52055	magnified vvn		2
52056	magnifier nn1		2
52057	magnifying vvg-aj0		2
52058	magnolias nn2		2
52059	maguire np0		2
52060	mah-jongg nn1		2
52061	mahatma np0		2
52062	mahon np0		2
52063	mah np0		2
52064	maiden aj0		2
52065	mail-out aj0		2
52066	mailboxes nn2		2
52067	mailed vvn		2
52068	mailers nn2		2
52069	mailing nn1-vvg		2
52070	mainstream nn1-aj0		2
52071	maisie np0-nn1		2
52072	maitlin nn1-np0		2
52073	majorities nn2		2
52074	maj unc		2
52075	makeshift aj0		2
52076	maketh vvz		2
52077	maki unc		2
52078	malaise nn1		2
52079	malaya np0		2
52080	malborough nn1		2
52081	malevolent aj0		2
52082	malibu nn1		2
52083	mallets nn2		2
52084	mallory np0		2
52085	malnourished aj0		2
52086	mammoths nn2		2
52087	mammoth nn1		2
52088	man-killer nn1-aj0		2
52089	man-power nn1		2
52090	managing nn1		2
52091	mandates nn2		2
52092	manda np0-nn1		2
52093	mandelas np0		2
52094	mandeville np0		2
52095	mand nn1		2
52096	mane nn1		2
52097	mangles nn2-vvz		2
52098	mangy aj0		2
52099	manhom nn1-np0		2
52100	manicure nn1		2
52101	manifestos nn2		2
52102	manifest nn1		2
52103	manifold nn1		2
52104	manifold nn1-aj0		2
52105	manners np0		2
52106	manny np0		2
52107	manoeuvred vvn		2
52108	manoeuvring nn1		2
52109	manola np0		2
52110	mansions nn2		2
52111	manslaughter nn1		2
52112	manto nn1-np0		2
52113	manuela nn1-np0		2
52114	manuela np0		2
52115	manufactory nn1		2
52116	manufactured aj0-vvn		2
52117	manufacture vvb		2
52118	manufa unc		2
52119	manu unc		2
52120	manyara np0-nn1		2
52121	mapperley np0		2
52122	maps vvz		2
52123	map vvb-nn1		2
52124	marbella np0-nn1		2
52125	marcels np0		2
52126	marcel nn1-np0		2
52127	marcham np0		2
52128	marched vvn		2
52129	marching aj0-vvg		2
52130	march nn1-np0		2
52131	margarette np0-nn1		2
52132	margolis np0-nn1		2
52133	marg vvb-nn1		2
52134	mariah np0		2
52135	marigold nn1		2
52136	marine aj0-nn1		2
52137	marino np0		2
52138	marisa np0		2
52139	marje vvb		2
52140	markedly av0		2
52141	marketable aj0		2
52142	markovitch np0		2
52143	marland np0		2
52144	marlan np0-nn1		2
52145	marlin np0		2
52146	marmit nn1		2
52147	marooned aj0		2
52148	marple np0		2
52149	marriots np0		2
52150	marriot np0		2
52151	marri unc		2
52152	marseillaise nn1		2
52153	marshalled vvd		2
52154	marshalling vvg-nn1		2
52155	marshal nn1-vvb		2
52156	marsha nn1-np0		2
52157	marthus np0-nn1		2
52158	martians nn2		2
52159	martinis nn2		2
52160	martins nn2		2
52161	mart np0-nn1		2
52162	marvelon nn1-np0		2
52163	marvels vvz		2
52164	marv unc		2
52165	marwick np0		2
52166	marxian aj0		2
52167	mary-jane np0		2
52168	maryann np0		2
52169	maryport np0		2
52170	mar vvi		2
52171	maschotrometer nn1		2
52172	mashed aj0-vvn		2
52173	masked aj0-vvn		2
52174	masked vvn		2
52175	masochistically av0		2
52176	masquerade vvb-nn1		2
52177	masquerading vvg		2
52178	massacres nn2		2
52179	massacre nn1-vvb		2
52180	massaging nn1-vvg		2
52181	massalas nn2		2
52182	mass np0-nn1		2
52183	mastectomy nn1		2
52184	mastered vvd		2
52185	masturbate vvi		2
52186	mast unc		2
52187	matador nn1		2
52188	match-guise nn1-aj0		2
52189	match-guising aj0-nn1		2
52190	matched aj0		2
52191	matching nn1-vvg		2
52192	matching vvg-aj0		2
52193	matching vvg-nn1		2
52194	matchmakers np0		2
52195	matchpots nn2		2
52196	mated vvn		2
52197	mateless aj0		2
52198	materialized vvn		2
52199	materia nn1		2
52200	mates vvz		2
52201	matey. nn0		2
52202	matey aj0-nn1		2
52203	mate nn1-np0		2
52204	mate np0-nn1		2
52205	mathematica unc		2
52206	mating aj0-vvg		2
52207	mating nn1-aj0		2
52208	mating vvg-aj0		2
52209	matlin np0-nn1		2
52210	matt unc		2
52211	matured vvn-vvd		2
52212	maturing vvg		2
52213	maturing vvg-aj0		2
52214	maude np0		2
52215	maude vvb		2
52216	mau unc		2
52217	maxi-dowment aj0-nn1		2
52218	maximising vvg		2
52219	maximization nn1		2
52220	maximums nn2		2
52221	max unc		2
52222	maynard np0		2
52223	mayonnaise vvb-nn1		2
52224	mayoralties nn2		2
52225	mayoral aj0-nn1		2
52226	mcclarens np0		2
52227	mccoist np0		2
52228	mccullock np0		2
52229	mcenroe np0		2
52230	mcgregors np0		2
52231	mckays np0		2
52232	mckay np0		2
52233	mcnair np0		2
52234	mcneill np0		2
52235	meadow np0-nn1		2
52236	meadway np0-nn1		2
52237	mead np0		2
52238	meals-on-wheels nn2		2
52239	mealy-mouthed aj0		2
52240	meanest ajs		2
52241	meaple np0		2
52242	measur unc		2
52243	meatballs nn2		2
52244	mebson np0		2
52245	mechanize vvb		2
52246	mechanize vvi		2
52247	mech unc		2
52248	medcalfe np0		2
52249	media-worthy aj0		2
52250	median aj0-nn1		2
52251	mediates vvz		2
52252	mediate vvi		2
52253	medicals nn2		2
52254	medications nn2		2
52255	mediocrity nn1		2
52256	medium-term aj0		2
52257	medium-term aj0-nn1		2
52258	medium- aj0		2
52259	mediums nn2		2
52260	mediwipes nn2		2
52261	medleycote np0		2
52262	med aj0		2
52263	med unc		2
52264	meek aj0		2
52265	meer nn1		2
52266	mega- aj0-nn1		2
52267	megadrives np0		2
52268	megan np0		2
52269	megatons nn2		2
52270	megs nn2		2
52271	meir np0		2
52272	melamine nn1		2
52273	melba nn1		2
52274	melford np0		2
52275	melior nn1		2
52276	mellowing aj0		2
52277	mellow vvb		2
52278	melodramatic aj0		2
52279	melrose np0		2
52280	melted aj0		2
52281	melted aj0-vvn		2
52282	melt vvb-nn1		2
52283	memorex np0		2
52284	memorised vvn		2
52285	menai aj0		2
52286	mendel np0		2
52287	menial aj0		2
52288	menopausal aj0		2
52289	menorca np0		2
52290	menstruate vvi		2
52291	menstruating vvg		2
52292	mens vvz-nn2		2
52293	mentha unc		2
52294	ment unc		2
52295	menzies np0		2
52296	meouw nn1-vvb		2
52297	meow nn1		2
52298	meps nn2		2
52299	mercantile np0		2
52300	mercenary aj0		2
52301	mercenary aj0-nn1		2
52302	mercenary nn1		2
52303	merchandising nn1		2
52304	merci np0		2
52305	mercs np0		2
52306	mercutio np0-nn1		2
52307	merest ajs		2
52308	merged aj0		2
52309	merges vvz		2
52310	merging vvg-nn1		2
52311	mericlean np0-nn1		2
52312	merita nn1-np0		2
52313	merited vvn		2
52314	merits vvz		2
52315	merrel-lynch np0		2
52316	merridown np0		2
52317	merthyr np0		2
52318	mervin np0		2
52319	mervy np0-nn1		2
52320	merv np0		2
52321	meshing nn1		2
52322	message-based aj0-nn1		2
52323	messed vvn-vvd		2
52324	messengers nn2		2
52325	mes nn2		2
52326	mes np0		2
52327	metabolize vvi		2
52328	metal vvb-nn1		2
52329	metaphysics nn2		2
52330	meteorite nn1		2
52331	metered aj0-vvn		2
52332	methodist aj0		2
52333	methyl nn1-np0		2
52334	meticulously av0		2
52335	metropole np0		2
52336	metropolis nn1		2
52337	mews nn2		2
52338	mexborough np0		2
52339	mexicano np0-nn1		2
52340	mezzanine aj0		2
52341	miami np0		2
52342	michaels np0		2
52343	michener np0-nn1		2
52344	mickey np0-nn1		2
52345	micro-computers nn2		2
52346	micro-computer nn1		2
52347	micro-electronics nn1		2
52348	micro-nutrients nn2		2
52349	micro-processors nn2		2
52350	microbes nn2		2
52351	microbiology nn1		2
52352	microcosm nn1		2
52353	microfit nn1		2
52354	micromail vvb-nn1		2
52355	microtechnology nn1		2
52356	mid-fifties crd		2
52357	mid-forties crd		2
52358	mid-lothian np0		2
52359	mid-ocean aj0-nn1		2
52360	mid-off prp-avp		2
52361	mid-on avp		2
52362	mid-point nn1		2
52363	mid-range aj0		2
52364	mid-twenties crd		2
52365	middlemarch nn1-np0		2
52366	middlemarch vvb-nn1		2
52367	middle np0		2
52368	middling aj0-av0		2
52369	middl unc		2
52370	midfielder nn1		2
52371	midmorning nn1		2
52372	midwinter nn1		2
52373	midwinter nn1-np0		2
52374	miffed aj0		2
52375	might'n nn1-vvb		2
52376	might'n vvb-nn1		2
52377	migh unc		2
52378	migombo np0-nn1		2
52379	migrated vvn		2
52380	migrolifs nn2		2
52381	miguel np0		2
52382	miguel vvb-nn1		2
52383	mikael np0		2
52384	mika np0		2
52385	mikey np0		2
52386	mikkyphone np0		2
52387	mile np0		2
52388	militant nn1-aj0		2
52389	militates vvz		2
52390	militate vvb		2
52391	milking nn1-vvg		2
52392	milking vvg-nn1		2
52393	milks nn2		2
52394	millaires np0		2
52395	millard np0		2
52396	millfield nn1-np0		2
52397	millfield np0-nn1		2
52398	millford np0		2
52399	milligan np0		2
52400	millimolar aj0		2
52401	milliners nn2		2
52402	millinery nn1		2
52403	milling vvg		2
52404	millionairess nn1		2
52405	millionths nn2		2
52406	milliseconds nn2		2
52407	milli unc		2
52408	milvia nn1-np0		2
52409	milwall vvb-nn1		2
52410	mind-blowing aj0		2
52411	minders nn2		2
52412	minds nn2-vvz		2
52413	minds vvz		2
52414	minesweeper nn1		2
52415	miney nn1		2
52416	mingling vvg		2
52417	mini-cruise nn1		2
52418	miniature aj0-nn1		2
52419	miniature nn1		2
52420	minicassette nn1		2
52421	minimata np0-nn1		2
52422	minimise vvb		2
52423	minimizing vvg-aj0		2
52424	minimums nn2		2
52425	minim unc		2
52426	mining vvg		2
52427	minions nn2		2
52428	ministering vvg		2
52429	minis nn2		2
52430	minis unc		2
52431	minneapolis np0		2
52432	minorca np0		2
52433	minstrel nn1		2
52434	minted vvn-aj0		2
52435	mints nn2-vvz		2
52436	minty aj0		2
52437	minuses vvz-nn2		2
52438	minutely av0		2
52439	miocencia nn1		2
52440	miras np0		2
52441	mire nn1		2
52442	mirrored aj0		2
52443	mirrored vvd-vvn		2
52444	mis-match nn1		2
52445	mis-specified vvn-aj0		2
52446	misallocation nn1		2
52447	misapprehensions nn2		2
52448	misbehaving vvg		2
52449	misbehaviour nn1		2
52450	miscarriages nn2		2
52451	misconceived vvn		2
52452	misconceptions nn2		2
52453	miseries nn2		2
52454	misers nn2		2
52455	miser nn1		2
52456	misformed np0		2
52457	misfortunes nn2		2
52458	mishandling nn1		2
52459	mishaps nn2		2
52460	misinformation nn1		2
52461	misinterpretation nn1		2
52462	misinterpreting vvg		2
52463	misjudge vvi		2
52464	misjudging vvg		2
52465	misplaced aj0		2
52466	misplaced aj0-vvn		2
52467	misplaced vvn		2
52468	misprint nn1		2
52469	misquoted vvn		2
52470	misreading vvg		2
52471	misread vvd		2
52472	misses nn2-vvz		2
52473	misspell vvi		2
52474	mistaken aj0-vvn		2
52475	mistake vvi		2
52476	mistrustful aj0		2
52477	mist nn1-vvb		2
52478	misunderstanding nn1-vvg		2
52479	misunderstanding vvg		2
52480	misunderstanding vvg-nn1		2
52481	misunderstand vvb		2
52482	misunderstand vvi		2
52483	misunderstood aj0		2
52484	misunderstood vvn-aj0		2
52485	misused aj0-vvn		2
52486	misusing vvg		2
52487	mitcham np0		2
52488	mitchinson np0		2
52489	mitigate vvb		2
52490	mitsibushi aj0-nn1		2
52491	mitsibushi np0		2
52492	mitterrand np0		2
52493	mjc np0		2
52494	mji nn2		2
52495	mnemonic nn1		2
52496	moabias np0		2
52497	moabitess nn1		2
52498	moabite nn1-aj0		2
52499	moab np0		2
52500	moaned vvn		2
52501	moans nn2-vvz		2
52502	mobray np0-nn1		2
52503	mock-up nn1		2
52504	mocking vvg-aj0		2
52505	mocks nn2		2
52506	modal aj0-nn1		2
52507	modelling nn1-aj0		2
52508	model nn1-aj0		2
52509	moderating vvg		2
52510	modere unc		2
52511	modernism nn1		2
52512	modernized aj0-vvn		2
52513	modernizer nn1		2
52514	modernizing nn1		2
52515	modernizing vvg-aj0		2
52516	modicum nn1		2
52517	modified aj0-vvn		2
52518	modified vvd		2
52519	modulation nn1		2
52520	mod aj0-nn1		2
52521	mod unc		2
52522	mogs np0		2
52523	mohammedians nn2		2
52524	moisturiser nn1		2
52525	moisturized vvd		2
52526	mokey nn1-np0		2
52527	molar aj0-nn1		2
52528	molby np0		2
52529	molest vvi		2
52530	mollington np0		2
52531	mollyrange vvb		2
52532	molyneux vvb-nn1		2
52533	momegiture nn1		2
52534	momegliture nn1		2
52535	monasteries nn2		2
52536	monastic aj0		2
52537	mona np0-nn1		2
52538	monetarily av0		2
52539	moneymakers nn2		2
52540	mongers nn2		2
52541	mongey nn1		2
52542	mongolia np0		2
52543	mongol aj0-nn1		2
52544	monied aj0		2
52545	monitors nn2-vvz		2
52546	monkeying vvg		2
52547	monkey vvb-nn1		2
52548	monmouthshire np0		2
52549	monochromes nn2		2
52550	monochrome aj0-nn1		2
52551	monolithic aj0		2
52552	monorail nn1-vvb		2
52553	monosyllabic aj0		2
52554	monotype nn1-vvb		2
52555	monseigneur np0-nn1		2
52556	montgomery np0		2
52557	mont np0		2
52558	monumental aj0		2
52559	moorford np0		2
52560	mooring nn1		2
52561	mooring vvg		2
52562	moor np0		2
52563	mooty nn1-aj0		2
52564	mooty np0		2
52565	mopping vvg		2
52566	mop nn1-vvb		2
52567	mop vvb		2
52568	morass nn1		2
52569	moratorium nn1		2
52570	more-or-less av0		2
52571	more unc		2
52572	morgue nn1		2
52573	morrells np0		2
52574	morri aj0-nn1		2
52575	morrow np0		2
52576	morse nn1		2
52577	mortals nn2		2
52578	mortars nn2		2
52579	mortgaging vvg		2
52580	mortices nn2		2
52581	mortified vvn		2
52582	moscavisi np0		2
52583	mossley np0		2
52584	mossy aj0		2
52585	moston np0		2
52586	mostyn np0		2
52587	most unc		2
52588	mos np0		2
52589	mothering nn1		2
52590	mothering vvg		2
52591	motherly aj0		2
52592	motivated vvd		2
52593	motivating vvg-aj0		2
52594	motorcycle nn1-vvb		2
52595	motoring nn1-vvg		2
52596	motorized vvn		2
52597	motorized vvn-aj0		2
52598	motor aj0		2
52599	motor nn1-aj0		2
52600	motor unc		2
52601	motown np0		2
52602	mottley nn1		2
52603	mot unc		2
52604	moulded aj0		2
52605	mouldings nn2		2
52606	moulding nn1		2
52607	moulding nn1-vvg		2
52608	mould vvb-nn1		2
52609	mould vvi		2
52610	moulinex nn1		2
52611	moulinex np0-nn1		2
52612	moultons np0		2
52613	mounds nn2		2
52614	mountaineering nn1		2
52615	mounted vvd-vvn		2
52616	mountfield np0		2
52617	mountie nn1		2
52618	mounting nn1		2
52619	mounting nn1-vvg		2
52620	mountwich np0-nn1		2
52621	mount vvb-nn1		2
52622	mourners nn2		2
52623	mourning vvg		2
52624	mourning vvg-nn1		2
52625	mousetrap nn1		2
52626	mouthing vvg-aj0		2
52627	mouth vvb-nn1		2
52628	moveable aj0		2
52629	moved aj0-vvn		2
52630	movemente unc		2
52631	mowed vvd		2
52632	mowed vvn		2
52633	mowing vvg-nn1		2
52634	mow vvi		2
52635	moya nn1-np0		2
52636	moyra np0		2
52637	mozzarella nn1-np0		2
52638	muchness nn1		2
52639	muck-spreading nn1-aj0		2
52640	mucking nn1		2
52641	muck np0		2
52642	mucrotic aj0		2
52643	muc unc		2
52644	muddle vvi		2
52645	muddly av0		2
52646	mudguards nn2		2
52647	muds nn2		2
52648	mufaro nn1-np0		2
52649	muffled aj0		2
52650	muffled vvn		2
52651	muffles vvz		2
52652	muffs nn2		2
52653	muggers nn2		2
52654	mugging vvg		2
52655	mugging vvg-aj0		2
52656	muirlins nn2		2
52657	multi-choice nn1		2
52658	multi-millionaire nn1		2
52659	multi-million aj0		2
52660	multi-role aj0-nn1		2
52661	multi-vendor aj0-nn1		2
52662	multi-vitamin nn1-aj0		2
52663	multicultural aj0		2
52664	multilateral aj0		2
52665	multiplicational aj0		2
52666	multiplied vvd-vvn		2
52667	multiplied vvn-vvd		2
52668	multiplies vvz		2
52669	multiplying nn1-vvg		2
52670	multitudes nn2		2
52671	mumby np0		2
52672	mumby np0-nn1		2
52673	mum aj0-nn1		2
52674	munched vvd		2
52675	munching vvg-aj0		2
52676	munroe np0		2
52677	muppets nn2		2
52678	mural nn1		2
52679	murdered aj0-vvd		2
52680	murdered aj0-vvn		2
52681	murder vvb		2
52682	murmuring vvg-aj0		2
52683	muscle np0		2
52684	mushroom vvi		2
52685	mush vvi		2
52686	musical nn1-aj0		2
52687	muslim nn1		2
52688	musselburgh np0		2
52689	mustering vvg		2
52690	mus nn2		2
52691	mutants nn2		2
52692	mutated vvn		2
52693	mutilated aj0		2
52694	mutilated aj0-vvn		2
52695	muttered vvd		2
52696	mutualistic aj0		2
52697	myers np0		2
52698	mymouse vvb		2
52699	myriad nn1		2
52700	myrie np0		2
52701	myrtle np0-nn1		2
52702	mystic aj0		2
52703	mystified aj0		2
52704	mystifies vvz		2
52705	n3 unc		2
52706	n4 unc		2
52707	na-dene aj0-nn1		2
52708	na-dene nn1		2
52709	nabbed vvn		2
52710	nab vvb		2
52711	nacky aj0		2
52712	nacods nn2		2
52713	nadir np0		2
52714	nagden np0-nn1		2
52715	nagging aj0-vvg		2
52716	nagging vvg-aj0		2
52717	nail vvb		2
52718	naively av0		2
52719	names vvz-nn2		2
52720	nanoseconds nn2		2
52721	nao unc		2
52722	naphthalene nn1		2
52723	nap unc		2
52724	narked vvn		2
52725	narks nn2		2
52726	narky aj0		2
52727	narnia np0		2
52728	narrowed vvd-vvn		2
52729	narrow vvb		2
52730	nastier ajc		2
52731	nastiness nn1		2
52732	nas unc		2
52733	nation-state nn1		2
52734	nationalisation nn1		2
52735	nationalise vvi		2
52736	nationalist aj0		2
52737	nation unc		2
52738	natio unc		2
52739	native nn1-aj0		2
52740	natter nn1-vvb		2
52741	natter vvb-nn1		2
52742	natter vvi		2
52743	natty aj0		2
52744	natural av0-aj0		2
52745	natu unc		2
52746	naughties nn2		2
52747	naughtiness nn1		2
52748	nau unc		2
52749	navigate vvi		2
52750	navigators nn2		2
52751	nayim np0		2
52752	nazism nn1		2
52753	nazi aj0-nn1		2
52754	neat's-foot aj0		2
52755	necess unc		2
52756	neces unc		2
52757	nece unc		2
52758	neckline nn1		2
52759	nectar nn1-np0		2
52760	nedd np0		2
52761	needed-by aj0		2
52762	needlecord nn1		2
52763	neen nn1-np0		2
52764	neep nn1-vvb		2
52765	neffortiti np0		2
52766	negated vvn-aj0		2
52767	nega unc		2
52768	neglect vvb-nn1		2
52769	negligee nn1		2
52770	negotiated aj0-vvn		2
52771	negotiated vvn-vvd		2
52772	negotiates vvz		2
52773	negotia unc		2
52774	neighbourly aj0		2
52775	neighbour np0		2
52776	neigh vvb-nn1		2
52777	nelly nn1		2
52778	nem unc		2
52779	neon nn1		2
52780	nerlove nn1		2
52781	nero np0		2
52782	nerv unc		2
52783	nerys np0		2
52784	nesh nn1-np0		2
52785	nested vvn-aj0		2
52786	nesting vvg		2
52787	nesting vvg-nn1		2
52788	nestling vvg		2
52789	nes unc		2
52790	netherhall np0-nn1		2
52791	netsuke nn1		2
52792	netting nn1-vvg		2
52793	nettos nn2		2
52794	nett nn1-vvb		2
52795	networked aj0-vvn		2
52796	networking vvg		2
52797	network vvb-nn1		2
52798	net vvb-nn1		2
52799	neue-helvetica np0		2
52800	neural nn1-aj0		2
52801	neurologist nn1		2
52802	neuromuscular aj0		2
52803	neurophysiology nn1		2
52804	neurosurgeon nn1		2
52805	neurosurgery nn1		2
52806	neurotics nn2		2
52807	neutrality nn1		2
52808	neutral nn1		2
52809	neutrionors nn2		2
52810	never-ending aj0		2
52811	neve unc		2
52812	new-born aj0		2
52813	new-look aj0		2
52814	newarks np0		2
52815	newcastle-upon-tyne np0		2
52816	newcas unc		2
52817	newcut np0		2
52818	newlands np0		2
52819	newland np0		2
52820	newmann np0		2
52821	news-sheets nn2		2
52822	newsagency nn1		2
52823	newsize np0		2
52824	newsletters nn2		2
52825	newsreels vvz-nn2		2
52826	newthorpe np0		2
52827	newtons np0		2
52828	newts vvz		2
52829	next unc		2
52830	nexus nn1		2
52831	niapaland nn1-np0		2
52832	nib nn1		2
52833	nicads np0		2
52834	nicaraguan aj0		2
52835	nichola np0		2
52836	nicholle np0		2
52837	nicholls np0		2
52838	nichols np0		2
52839	nicknacky aj0		2
52840	nicks nn2-vvz		2
52841	nicotinic aj0		2
52842	nigerian nn1		2
52843	niger unc		2
52844	nige np0		2
52845	nigger np0		2
52846	nigger np0-nn1		2
52847	nighties nn2		2
52848	nightingales nn2		2
52849	nightingale nn1		2
52850	nightly aj0		2
52851	nightly av0		2
52852	nightshirts nn2		2
52853	nightshirt nn1		2
52854	nigo np0-nn1		2
52855	nig nn1-np0		2
52856	nike np0-nn1		2
52857	nike vvb-nn1		2
52858	nikita np0		2
52859	niki np0		2
52860	nikolai np0		2
52861	nikram nn1-np0		2
52862	nikram vvb		2
52863	nimoy np0-nn1		2
52864	nine's crd		2
52865	nineish av0		2
52866	nineteen-hundreds crd		2
52867	nineteen-hundred crd		2
52868	nineteen-twelve crd		2
52869	nineteen-twenty crd		2
52870	ninety- nn1		2
52871	ninewells np0		2
52872	ninian np0		2
52873	ninteen nn1		2
52874	nipper nn1		2
52875	nippon np0		2
52876	niro np0		2
52877	nirvana nn1-np0		2
52878	nitpicking vvg		2
52879	nitrite nn1		2
52880	nits nn2		2
52881	nitty-gritties nn2		2
52882	nitty- aj0-nn1		2
52883	nitty aj0-nn1		2
52884	niven np0		2
52885	nn nn0		2
52886	no-go aj0		2
52887	no-no itj		2
52888	no- aj0		2
52889	nobbled vvn		2
52890	nobble vvb		2
52891	nobby np0		2
52892	nobler ajc		2
52893	nobod unc		2
52894	nodding aj0		2
52895	noddy np0		2
52896	nod nn1-vvb		2
52897	nod vvb-nn1		2
52898	noes nn2		2
52899	noevo nn1		2
52900	nomadic aj0		2
52901	nominally av0		2
52902	nomina unc		2
52903	non-armed aj0-nn1		2
52904	non-branch aj0-nn1		2
52905	non-christian aj0		2
52906	non-communist aj0		2
52907	non-controversial aj0		2
52908	non-copper nn1		2
52909	non-core aj0		2
52910	non-custodial aj0		2
52911	non-decision aj0-nn1		2
52912	non-destructive aj0		2
52913	non-economic aj0		2
52914	non-english aj0-nn1		2
52915	non-human aj0-nn1		2
52916	non-metro aj0		2
52917	non-mineral aj0-nn1		2
52918	non-pathogenic aj0		2
52919	non-philosopher nn1-aj0		2
52920	non-plated nn1		2
52921	non-plated nn1-aj0		2
52922	non-prison aj0		2
52923	non-quality aj0		2
52924	non-recognition nn1		2
52925	non-relative nn1-aj0		2
52926	non-renewable aj0		2
52927	non-slip aj0		2
52928	non-smoking aj0		2
52929	non-smoking nn1-aj0		2
52930	non-specific aj0		2
52931	non-starter nn1		2
52932	non-stick aj0		2
52933	non-stop av0		2
52934	non-superimposable aj0		2
52935	non-taxpayer nn1		2
52936	non-teaching aj0		2
52937	non-technical aj0		2
52938	non-unionized aj0		2
52939	non-union aj0-nn1		2
52940	non-u zz0		2
52941	non-verbally av0		2
52942	non-violent aj0		2
52943	non-wage nn1		2
52944	non-work nn1-aj0		2
52945	non- nn1-aj0		2
52946	nonconformance nn1		2
52947	nonconformity nn1		2
52948	nonexistent aj0		2
52949	noninclusion nn1		2
52950	nonstop av0-aj0		2
52951	noodles vvz		2
52952	noodle nn1		2
52953	nooo nn1-np0		2
52954	noraday nn1-np0		2
52955	noraday np0-nn1		2
52956	norimin np0-nn1		2
52957	norm' nn1-aj0		2
52958	normalized vvn-aj0		2
52959	normans np0		2
52960	normax np0-nn1		2
52961	normax vvb		2
52962	norma unc		2
52963	norren np0-nn1		2
52964	north-west nn1		2
52965	northbound vvb		2
52966	northbrook np0		2
52967	northeasterly aj0		2
52968	northend np0		2
52969	northend np0-nn1		2
52970	northwards av0		2
52971	northward av0		2
52972	northwestern aj0		2
52973	norvex vvb-nn1		2
52974	nosing vvg-nn1		2
52975	nossy aj0		2
52976	notepad nn1		2
52977	noteworthy aj0		2
52978	notified vvd-vvn		2
52979	notoriety nn1		2
52980	notre np0		2
52981	nougat vvb-nn1		2
52982	nourished vvn		2
52983	nous nn1		2
52984	nouveau nn1		2
52985	nouvelle np0		2
52986	nou unc		2
52987	novak np0		2
52988	nova np0-nn1		2
52989	novem unc		2
52990	nowad unc		2
52991	nozzle nn1		2
52992	nude aj0-nn1		2
52993	nudge vvb-nn1		2
52994	number-wise ajc		2
52995	numbered vvd-vvn		2
52996	numbness nn1		2
52997	numeral aj0-nn1		2
52998	num nn1		2
52999	nuremberg np0		2
53000	nurofen aj0-nn1		2
53001	nurture nn1		2
53002	nurture vvi		2
53003	nurturing vvg		2
53004	nurturing vvg-aj0		2
53005	nuthall np0		2
53006	nutrient nn1		2
53007	nuts aj0		2
53008	nuts vvz		2
53009	nutters nn2		2
53010	nutter np0		2
53011	nutties nn2		2
53012	nymphs nn2		2
53013	ny aj0-nn1		2
53014	o'clock- aj0-nn1		2
53015	o'clockish aj0		2
53016	o'connors np0		2
53017	o'neill np0		2
53018	o'shaughnessy np0		2
53019	o'shea np0		2
53020	oasthouse np0-nn1		2
53021	oatcakes nn2		2
53022	obart np0-nn1		2
53023	obeyance nn1		2
53024	obituary aj0-nn1		2
53025	objected vvn-vvd		2
53026	objectivity nn1		2
53027	obje unc		2
53028	obligatory aj0		2
53029	obliges vvz		2
53030	obliterated vvd-vvn		2
53031	obliterate vvi		2
53032	oblivion nn1		2
53033	oblong nn1-aj0		2
53034	oboes nn2		2
53035	obscenities nn2		2
53036	observances nn2		2
53037	obsessions nn2		2
53038	obstructed aj0		2
53039	obs unc		2
53040	obtained vvd-vvn		2
53041	obtaining nn1		2
53042	obviate vvb		2
53043	obviate vvi		2
53044	obvi unc		2
53045	occa unc		2
53046	occupying aj0		2
53047	occupying vvg-aj0		2
53048	occu unc		2
53049	occ unc		2
53050	ocean np0		2
53051	ochre nn1		2
53052	october/november np0		2
53053	oddbins np0		2
53054	odds-on aj0		2
53055	odious aj0		2
53056	odness nn1-np0		2
53057	off-colour aj0		2
53058	off-peak aj0		2
53059	off-site nn1-aj0		2
53060	off-street aj0		2
53061	offending aj0-nn1		2
53062	offending vvg		2
53063	offerings nn2		2
53064	offer unc		2
53065	office unc		2
53066	offi unc		2
53067	offload vvi		2
53068	offsets vvz		2
53069	offsetting vvg-aj0		2
53070	offset vvb		2
53071	offstage aj0		2
53072	offs nn2-vvz		2
53073	often unc		2
53074	oft unc		2
53075	oiled aj0-vvd		2
53076	oi unc		2
53077	okay nn0		2
53078	okinowa np0-nn1		2
53079	old'un nn1-vvb		2
53080	oldy-worldy nn1-aj0		2
53081	olly av0		2
53082	olly np0		2
53083	omens nn2		2
53084	omit vvb		2
53085	on-hand aj0		2
53086	on-stream aj0		2
53087	on-street aj0		2
53088	onc unc		2
53089	one-and-a-half crd		2
53090	one-another dt0		2
53091	one-dimensional aj0		2
53092	one-ish av0		2
53093	one-o-one crd		2
53094	one-step np0		2
53095	one-third crd		2
53096	oner nn1		2
53097	onies np0		2
53098	onlooker nn1		2
53099	only cjs		2
53100	ono np0-nn1		2
53101	onside nn1		2
53102	oof itj		2
53103	oogypip np0		2
53104	oohh nn1-np0		2
53105	oohs nn2		2
53106	oompah itj		2
53107	oompah np0		2
53108	ooze vvb		2
53109	oo unc		2
53110	opal nn1		2
53111	opaque aj0		2
53112	opencast aj0		2
53113	opened vvn-aj0		2
53114	openers nn2		2
53115	opening aj0-nn1		2
53116	open aj0-nn1		2
53117	operationalise vvi		2
53118	operationally av0		2
53119	operative aj0-nn1		2
53120	ope unc		2
53121	opportune aj0		2
