Wordsin the spoken component 
__________________
Number	Word	Tag	Frequency
70264	filton np0-nn1		1
70265	filtrates nn2		1
70266	filtrations nn2		1
70267	fil nn1		1
70268	fims nn2		1
70269	finalisation nn1		1
70270	finalised vvd		1
70271	finalised vvd-vvn		1
70272	finalised vvn-vvd		1
70273	finalising nn1-vvg		1
70274	finalization nn1		1
70275	finalized aj0		1
70276	finalized vvd		1
70277	finalizing vvg-aj0		1
70278	final unc		1
70279	financed vvd		1
70280	finances vvz-nn2		1
70281	financials nn2		1
70282	financial np0		1
70283	financi unc		1
70284	fina np0		1
70285	finchingfield np0		1
70286	finders nn2		1
70287	findham np0		1
70288	findi unc		1
70289	finds nn2		1
70290	fine-tooth aj0-nn1		1
70291	fined aj0-vvn		1
70292	fineoak np0		1
70293	finery nn1		1
70294	finessed vvn		1
70295	finesty nn1		1
70296	fines nn2-vvz		1
70297	fines vvz		1
70298	fine av0-aj0		1
70299	fingered vvn		1
70300	fingering nn1-aj0		1
70301	fingering nn1-vvg		1
70302	fingerprinting aj0-vvg		1
70303	fingerprinting nn1-aj0		1
70304	fingerstalls vvz-nn2		1
70305	fingertip vvi		1
70306	finger unc		1
70307	fings nn2		1
70308	fingy nn1		1
70309	fing unc		1
70310	finickety aj0		1
70311	finickity nn1		1
70312	finic unc		1
70313	fining nn1		1
70314	fining nn1-vvg		1
70315	fining vvg		1
70316	finishing vvg-nn1		1
70317	finis nn1		1
70318	finkelstein np0		1
70319	finklehall np0		1
70320	finks nn2-vvz		1
70321	fink nn1		1
70322	fink nn1-vvb		1
70323	finlay np0		1
70324	finlay np0-nn1		1
70325	finlon np0-nn1		1
70326	finnegan np0		1
70327	finnigan np0		1
70328	finnigan np0-nn1		1
70329	finnimore np0		1
70330	finnish aj0		1
70331	finny aj0		1
70332	finny nn1-aj0		1
70333	finn nn1-vvb		1
70334	finstock np0-nn1		1
70335	fin np0-nn1		1
70336	fire-damaged aj0-nn1		1
70337	fire-fighting aj0-nn1		1
70338	fire-polished nn1-aj0		1
70339	fire- aj0		1
70340	fireballs nn2		1
70341	fired aj0-vvd		1
70342	firefighters nn2		1
70343	firefly nn1		1
70344	fireguard nn1-np0		1
70345	firelady nn1		1
70346	fires vvz-nn2		1
70347	fire unc		1
70348	firma unc		1
70349	firmed aj0		1
70350	firms nn2-vvz		1
70351	firm vvb		1
70352	first-aided aj0		1
70353	first-aid aj0-nn1		1
70354	first-aid nn1-aj0		1
70355	first-class aj0		1
70356	first-fix nn1-aj0		1
70357	first- aj0		1
70358	firstborn nn1		1
70359	firstborn nn1-aj0		1
70360	firsthand av0-aj0		1
70361	firth nn1		1
70362	firth np0		1
70363	firty-nine crd		1
70364	firty aj0		1
70365	firty nn1-aj0		1
70366	fishcakes nn2-vvz		1
70367	fishcake nn1		1
70368	fished vvn-vvd		1
70369	fishergate nn1-vvb		1
70370	fishergate vvb		1
70371	fisherrotha np0		1
70372	fishers nn2		1
70373	fishery nn1		1
70374	fishguard np0		1
70375	fishnets nn2		1
70376	fiskerton np0		1
70377	fisons np0		1
70378	fissioning vvg-aj0		1
70379	fistful nn1		1
70380	fisticuffs vvz		1
70381	fist nn1-vvb		1
70382	fist vvb		1
70383	fitments nn2		1
70384	fitment nn1		1
70385	fittingly av0		1
70386	fitting aj0		1
70387	fitzgerald np0		1
70388	fitzpatrick np0		1
70389	fitzroy np0		1
70390	five-a- aj0-nn1		1
70391	five-and-a-half crd		1
70392	five-fifty crd		1
70393	five-seventieth np0		1
70394	five-six crd		1
70395	five-two-nine-seven crd		1
70396	five-year-olds nn2		1
70397	five/eighty crd		1
70398	fivers nn2		1
70399	five nn0		1
70400	five unc		1
70401	fivish av0		1
70402	fixable aj0		1
70403	fixation nn1		1
70404	fixed-r unc		1
70405	fixed- aj0-nn1		1
70406	fixed aj0-vvd		1
70407	fixes vvz-nn2		1
70408	fixings nn2		1
70409	fixing nn1-aj0		1
70410	fixing vvg-aj0		1
70411	fix unc		1
70412	fizziness nn1		1
70413	fizzing vvg		1
70414	fizzing vvg-aj0		1
70415	fizzled vvn		1
70416	fizz vvb		1
70417	fizz vvi		1
70418	fjmc np0		1
70419	fjn np0		1
70420	fjords nn2		1
70421	flabbers vvz		1
70422	flaccid aj0		1
70423	flagellate vvi		1
70424	flagellating vvg		1
70425	flagged aj0		1
70426	flagged aj0-vvd		1
70427	flagging vvg		1
70428	flagitious aj0		1
70429	flags vvz		1
70430	flag nn1-vvb		1
70431	flailing vvg-aj0		1
70432	flaked vvd-vvn		1
70433	flamboyance nn1		1
70434	flamboyant aj0		1
70435	flamethrowers nn2		1
70436	flamingoes np0		1
70437	flamingo np0		1
70438	flaming nn1		1
70439	flanagan np0		1
70440	flanged aj0-vvn		1
70441	flanged vvd		1
70442	flanged vvd-aj0		1
70443	flange nn1		1
70444	flang unc		1
70445	flanked vvd		1
70446	flanked vvd-vvn		1
70447	flanker nn1		1
70448	flannery np0		1
70449	flannery np0-nn1		1
70450	flans nn2		1
70451	flapjacks nn2		1
70452	flapjack vvb-nn1		1
70453	flapped vvd-vvn		1
70454	flappers nn2		1
70455	flapping nn1		1
70456	flapping nn1-vvg		1
70457	flapping vvg-nn1		1
70458	flaps nn2-vvz		1
70459	flaps vvz-nn2		1
70460	flap vvb		1
70461	flap vvb-nn1		1
70462	flared aj0-vvd		1
70463	flares vvz		1
70464	flare nn1-vvb		1
70465	flare vvb		1
70466	flaring vvg		1
70467	flaring vvg-aj0		1
70468	flashbacks nn2		1
70469	flashback nn1		1
70470	flasher nn1-np0		1
70471	flashes vvz-nn2		1
70472	flashing aj0		1
70473	flashing aj0-vvg		1
70474	flashing nn1		1
70475	flashlight nn1		1
70476	flash vvb-nn1		1
70477	flat-footed aj0		1
70478	flatcherism nn1		1
70479	flatcher unc		1
70480	flathead nn1		1
70481	flatliners np0		1
70482	flatman np0		1
70483	flattened aj0		1
70484	flattened vvn-vvd		1
70485	flattener nn1		1
70486	flattening vvg		1
70487	flattens vvz		1
70488	flattered aj0-vvn		1
70489	flattered vvd		1
70490	flattered vvn		1
70491	flatterer nn1-np0		1
70492	flattest ajs		1
70493	flatting vvg		1
70494	flattish aj0		1
70495	flatulence nn1		1
70496	flat unc		1
70497	flaunted vvd		1
70498	flaunted vvn		1
70499	flaunting nn1		1
70500	flaunty aj0-nn1		1
70501	flaunt vvb-nn1		1
70502	flautist nn1		1
70503	flavourings nn2		1
70504	flavouring nn1-vvg		1
70505	flavour vvi		1
70506	flaws np0		1
70507	flaxman np0-nn1		1
70508	flax np0		1
70509	flays vvz		1
70510	flay vvi		1
70511	flea nn1-np0		1
70512	flecked vvn		1
70513	fleeced vvn-aj0		1
70514	fleeces nn2		1
70515	fleece vvb-nn1		1
70516	fleeing aj0-vvg		1
70517	flees vvz		1
70518	fleming np0		1
70519	flemming np0		1
70520	fleshing vvg		1
70521	fleshy aj0		1
70522	fletchergate np0-nn1		1
70523	fleur-de-lys nn1		1
70524	fleur-de np0		1
70525	fleural nn1		1
70526	fleur nn1-np0		1
70527	flew vvn		1
70528	flexes nn2		1
70529	flexes vvz		1
70530	flexi-day nn1		1
70531	flexibilities nn2		1
70532	flexing vvg		1
70533	flexion nn1		1
70534	flexton np0		1
70535	flexy aj0-nn1		1
70536	flex vvb		1
70537	flex vvi		1
70538	flick-knife aj0		1
70539	flicked aj0-vvd		1
70540	flicked vvd-aj0		1
70541	flickered vvd		1
70542	flickered vvd-aj0		1
70543	flickers nn2		1
70544	flicks vvz-nn2		1
70545	flid aj0-nn1		1
70546	flighty aj0		1
70547	flimsies nn2		1
70548	flinching vvg		1
70549	flinch vvi		1
70550	flindburgh np0		1
70551	flinging vvg		1
70552	flinging vvg-aj0		1
70553	flings vvz		1
70554	fling nn1-vvb		1
70555	fling vvi		1
70556	flink np0-nn1		1
70557	flint np0-nn1		1
70558	flipcharts nn2		1
70559	flipped vvn		1
70560	flipper np0		1
70561	flipper np0-nn1		1
70562	flipping aj0-vvg		1
70563	flips vvz-nn2		1
70564	flirtations nn2		1
70565	flirtatious aj0		1
70566	flirted vvd		1
70567	flirting nn1-aj0		1
70568	flirting vvg-aj0		1
70569	flirty aj0		1
70570	flirt nn1-vvb		1
70571	flirt vvb-nn1		1
70572	fliss vvb		1
70573	flittering vvg		1
70574	flitt vvi		1
70575	flit np0		1
70576	flit vvi		1
70577	floaters nn2		1
70578	floater nn1		1
70579	floaty aj0		1
70580	floaty nn1-aj0		1
70581	flocked vvd		1
70582	flocked vvn		1
70583	floes nn2		1
70584	flogging nn1		1
70585	flogging vvg-nn1		1
70586	flogs vvz		1
70587	flooding nn1-aj0		1
70588	flooding nn1-vvg		1
70589	flooding vvg-aj0		1
70590	floodlight nn1		1
70591	floodlit aj0		1
70592	floods vvz-nn2		1
70593	floor-space nn1-aj0		1
70594	floored vvd		1
70595	floored vvn		1
70596	floored vvn-vvd		1
70597	floorings nn2		1
70598	floor nn1-vvb		1
70599	floor vvi		1
70600	flooted vvd		1
70601	floppies nn2		1
70602	floppies np0		1
70603	flop vvb		1
70604	florade np0		1
70605	florentine aj0-nn1		1
70606	florets nn2		1
70607	floribunda aj0		1
70608	florins nn2		1
70609	florrie np0-nn1		1
70610	florry nn1-aj0		1
70611	flor unc		1
70612	flossy aj0		1
70613	flossy np0		1
70614	floss np0-nn1		1
70615	flotillas nn2		1
70616	flotilla nn1		1
70617	flotsam nn1-vvb		1
70618	flotsam np0-nn1		1
70619	flounce vvi		1
70620	floundering vvg-aj0		1
70621	flounders nn2		1
70622	flourished vvn		1
70623	flourishes nn2		1
70624	flourishes vvz		1
70625	flourishing vvg		1
70626	flouted vvn		1
70627	flouts vvz		1
70628	flout vvb		1
70629	flout vvi		1
70630	flowed vvn		1
70631	flowered aj0		1
70632	flowered aj0-vvn		1
70633	flowered vvd		1
70634	flowered vvn-vvd		1
70635	flowering nn1		1
70636	flowerlike aj0		1
70637	flowerpot vvb		1
70638	flowers np0		1
70639	flower vvb		1
70640	flowmeter nn1		1
70641	flow vvb		1
70642	flow vvb-nn1		1
70643	floya nn1-np0		1
70644	floyds np0		1
70645	fluctu-fucking-ation unc		1
70646	fluctuated vvd		1
70647	fluctuates vvz		1
70648	fluctuating aj0-vvg		1
70649	fluency unc		1
70650	fluey-like aj0		1
70651	fluffed aj0-vvd		1
70652	fluff nn1-vvb		1
70653	fluff np0-nn1		1
70654	fluide unc		1
70655	fluid aj0		1
70656	fluing aj0-nn1		1
70657	flumes nn2		1
70658	flumps nn2		1
70659	flunked vvd		1
70660	flunk vvb		1
70661	flunk vvi		1
70662	flunter nn1		1
70663	flunter vvb-nn1		1
70664	flunt vvb-nn1		1
70665	fluoridation nn1		1
70666	fluorine aj0-nn1		1
70667	fluorine nn1		1
70668	fluorocarbons nn2		1
70669	fluoro nn1		1
70670	fluor unc		1
70671	fluo nn1		1
70672	flurries nn2		1
70673	flushed aj0		1
70674	flushed vvn-vvd		1
70675	flushes vvz		1
70676	flushings nn2		1
70677	flushing vvg		1
70678	flush aj0-nn1		1
70679	flush nn1-vvb		1
70680	fluttering vvg		1
70681	fluttering vvg-aj0		1
70682	flutter vvb-nn1		1
70683	flutter vvi		1
70684	flu unc		1
70685	fly- nn1-aj0		1
70686	flyable aj0		1
70687	flymo nn1-np0		1
70688	flym unc		1
70689	flyover nn1		1
70690	flypast nn1-vvb		1
70691	flys nn2		1
70692	fly aj0		1
70693	fly unc		1
70694	fl aj0		1
70695	fm nn1		1
70696	fm unc		1
70697	foal vvb		1
70698	foaming aj0-vvg		1
70699	foam vvb-nn1		1
70700	fobbing vvg		1
70701	fob nn1		1
70702	fob vvi		1
70703	focused aj0		1
70704	focused aj0-vvd		1
70705	focussed aj0		1
70706	focussed vvn-aj0		1
70707	focusses vvz		1
70708	focussing vvg		1
70709	foders nn2		1
70710	foders np0		1
70711	fogadab vvb-nn1		1
70712	foghorns nn2		1
70713	fog unc		1
70714	fog vvi		1
70715	foiled vvd		1
70716	foil vvb		1
70717	folding aj0		1
70718	folding nn1		1
70719	folds nn2-vvz		1
70720	folds vvz-nn2		1
70721	foliages nn2		1
70722	folios nn2		1
70723	follow-on nn1		1
70724	follow-on nn1-aj0		1
70725	follow-ups nn2		1
70726	follower np0-nn1		1
70727	follo unc		1
70728	follyfoot np0		1
70729	follyhouse np0-nn1		1
70730	foll vvb		1
70731	folton np0		1
70732	fol nn1-vvb		1
70733	fondler nn1		1
70734	fonds np0		1
70735	fonten np0		1
70736	fonz np0		1
70737	foodmakers nn2		1
70738	foodwise av0-aj0		1
70739	fooled vvn-vvd		1
70740	fooling vvg-nn1		1
70741	foolproof aj0		1
70742	fool aj0		1
70743	foot-in-the-door aj0		1
70744	foot-line nn1		1
70745	footballing nn1		1
70746	football unc		1
70747	footboar unc		1
70748	footed vvd-aj0		1
70749	footed vvn		1
70750	footlets nn2		1
70751	footmark nn1-vvb		1
70752	footmen nn2		1
70753	footnotes nn2		1
70754	footsie nn1		1
70755	footworks nn2		1
70756	foot vvb		1
70757	for'ards nn2		1
70758	foraged vvd		1
70759	forage nn1		1
70760	forage nn1-vvb		1
70761	forage vvb-nn1		1
70762	forbearers nn2		1
70763	forbear vvi		1
70764	forbert np0		1
70765	forbiddance nn1		1
70766	forbidden vvn-aj0		1
70767	forbidder nn1		1
70768	forbiddingly av0		1
70769	force-wide aj0		1
70770	forceable aj0		1
70771	forcedly av0		1
70772	forces vvz-nn2		1
70773	ford nn1-vvb		1
70774	forearms nn2		1
70775	forebear vvb		1
70776	foreboding nn1		1
70777	forecasting nn1-vvg		1
70778	foredeck nn1		1
70779	forefeet nn2		1
70780	forefinger nn1		1
70781	foregated vvd		1
70782	foregate np0-nn1		1
70783	foregoing aj0		1
70784	foregoing aj0-vvg		1
70785	foregoing vvg		1
70786	forego vvb		1
70787	foreham np0		1
70788	forehand nn1		1
70789	foreign-controlled aj0-nn1		1
70790	foreign-owned aj0-nn1		1
70791	forelock nn1		1
70792	foreman np0-nn1		1
70793	forema unc		1
70794	forensic aj0-nn1		1
70795	foreplay nn1		1
70796	forescored vvd		1
70797	foreseeing vvg		1
70798	foreshortened vvd-vvn		1
70799	foreshortened vvn-aj0		1
70800	foresighted aj0		1
70801	forestalled vvn		1
70802	forestall vvi		1
70803	forestation nn1		1
70804	forested aj0		1
70805	foreste nn1-np0		1
70806	fores nn2		1
70807	foretaste nn1		1
70808	foretells vvz		1
70809	forewarned vvd		1
70810	forewarning nn1		1
70811	forewarning nn1-aj0		1
70812	forewarning np0		1
70813	foreword nn1		1
70814	fore av0-aj0		1
70815	forfeited vvn		1
70816	forfeiting vvg		1
70817	forfeiture nn1		1
70818	forfend vvb-nn1		1
70819	forged aj0-vvn		1
70820	forged vvn		1
70821	forged vvn-vvd		1
70822	forgeries nn2		1
70823	forges nn2		1
70824	forges nn2-vvz		1
70825	forget-me-not nn1		1
70826	forget unc		1
70827	forge nn1-vvb		1
70828	forge unc		1
70829	forgings nn2		1
70830	forging vvg		1
70831	forgit nn1-vvb		1
70832	forgiveness nn1-np0		1
70833	forgiven vvn-aj0		1
70834	forgive unc		1
70835	forgiving aj0-vvg		1
70836	forgiving nn1		1
70837	forgoing vvg		1
70838	foris unc		1
70839	fork-lift nn1		1
70840	fork- aj0		1
70841	forked aj0-vvn		1
70842	forked vvn		1
70843	forker nn1		1
70844	forlarty nn1-np0		1
70845	forlosa np0		1
70846	formalised aj0		1
70847	formalised vvn		1
70848	formalities nn2		1
70849	formalization nn1		1
70850	formalized aj0-vvd		1
70851	formalized vvn-vvd		1
70852	formal unc		1
70853	forman nn1-np0		1
70854	forman np0		1
70855	formastation nn1		1
70856	formatted aj0		1
70857	formatted aj0-vvn		1
70858	formatted vvd		1
70859	formatting nn1-vvg		1
70860	formby np0		1
70861	formed aj0-vvd		1
70862	formed aj0-vvn		1
70863	formic aj0		1
70864	formidable unc		1
70865	forminant aj0-nn1		1
70866	formings nn2		1
70867	formosan aj0-nn1		1
70868	formulated vvn-aj0		1
70869	formulating vvg		1
70870	forsaken aj0		1
70871	forsakes vvz		1
70872	forsaking vvg		1
70873	forsightness nn1		1
70874	forsook vvb		1
70875	fortar np0-nn1		1
70876	fortended vvd		1
70877	forthrising vvg		1
70878	fortieths crd		1
70879	fortified aj0		1
70880	fortified aj0-vvn		1
70881	fortified vvn		1
70882	fortified vvn-vvd		1
70883	fortify vvi		1
70884	fortin np0		1
70885	fortnights nn2		1
70886	fortn unc		1
70887	forty-eight-hour aj0		1
70888	forty-for crd		1
70889	forty-thousand crd		1
70890	forty- aj0		1
70891	forty- nn1		1
70892	forty- nn1-aj0		1
70893	forty/fifty crd		1
70894	forty unc		1
70895	forward-looking aj0-nn1		1
70896	forward- nn1-aj0		1
70897	forwarded vvn-vvd		1
70898	forwarding vvg		1
70899	forwardsing vvg		1
70900	forw unc		1
70901	fossey. np0		1
70902	fossilisation nn1		1
70903	fossilised vvd-vvn		1
70904	foss unc		1
70905	fostered vvn-vvd		1
70906	fostering vvg		1
70907	fosters np0		1
70908	foston np0		1
70909	foston np0-nn1		1
70910	foth unc		1
70911	fougards np0		1
70912	foul-mouthed aj0		1
70913	foulder np0-nn1		1
70914	fouled aj0-vvn		1
70915	fouled vvd		1
70916	fouled vvn-aj0		1
70917	fouling nn1		1
70918	foul vvb		1
70919	foul vvb-nn1		1
70920	foundational aj0		1
70921	foundered vvn		1
70922	founder np0		1
70923	founding vvg		1
70924	foundry nn1-np0		1
70925	found vvb		1
70926	four-and-a-half crd		1
70927	four-fold av0		1
70928	four-foot nn1		1
70929	four-foot nn1-aj0		1
70930	four-ish av0		1
70931	four-ninety crd		1
70932	four-pack nn1-aj0		1
70933	four-page aj0-nn1		1
70934	four-pinter aj0-nn1		1
70935	four-poster nn1		1
70936	four-three crd		1
70937	four-times-two crd		1
70938	four-way aj0-nn1		1
70939	four-wheeled aj0		1
70940	four-wheel aj0		1
70941	four-year aj0		1
70942	four- aj0-nn1		1
70943	four- nn1		1
70944	fours unc		1
70945	fourteen/eighteen crd		1
70946	fourtee unc		1
70947	fourte unc		1
70948	fowlers nn2		1
70949	fowlers np0		1
70950	fowls nn2		1
70951	fox-hunting aj0-nn1		1
70952	foxed aj0		1
70953	foxes vvz-nn2		1
70954	foxgloves nn2		1
70955	foxgloves vvz-nn2		1
70956	foxhall np0		1
70957	foxing vvg		1
70958	foxing vvg-aj0		1
70959	foxtrot nn1-vvb		1
70960	foxtrot vvi		1
70961	fox vvi		1
70962	foyers nn2		1
70963	foys nn2		1
70964	foy nn1		1
70965	fractured vvn		1
70966	fractured vvn-aj0		1
70967	fracturing vvg		1
70968	frac unc		1
70969	fradgem np0		1
70970	fradgem vvb		1
70971	fradley np0		1
70972	fragility nn1		1
70973	fragmentary aj0		1
70974	fragmented aj0-vvn		1
70975	fragment vvb-nn1		1
70976	frailties nn2		1
70977	frall vvb-nn1		1
70978	framed vvd-vvn		1
70979	frames vvz-nn2		1
70980	frameworks nn2		1
70981	frame vvb		1
70982	framing vvg-nn1		1
70983	fram unc		1
70984	franca unc		1
70985	franchise vvi		1
70986	francine np0		1
70987	franciso np0		1
70988	franco-prussian aj0		1
70989	franco- aj0-nn1		1
70990	francois np0		1
70991	françois np0		1
70992	franked vvn-aj0		1
70993	franking vvg		1
70994	franky np0		1
70995	frank unc		1
70996	frascati nn1-np0		1
70997	fraserburgh np0		1
70998	fraudster nn1		1
70999	fraudulently av0		1
71000	frau unc		1
71001	frayed aj0-vvd		1
71002	fraying vvg		1
71003	fray nn1-vvb		1
71004	frazer nn1-np0		1
71005	frazzled aj0-vvd		1
71006	frazzled aj0-vvn		1
71007	frazzled np0		1
71008	frazzled vvn		1
71009	freaked vvd		1
71010	freaked vvn		1
71011	freaked vvn-vvd		1
71012	freakish aj0		1
71013	freaks nn2		1
71014	freaks nn2-vvz		1
71015	freak aj0		1
71016	freak nn1-aj0		1
71017	freckles nn2		1
71018	freckle nn1		1
71019	frederica np0		1
71020	free-for-all nn1		1
71021	free-marketeering aj0		1
71022	free-riders nn2		1
71023	freebodys np0		1
71024	freedom-loving aj0		1
71025	freed aj0		1
71026	freed vvn-vvd		1
71027	freehand av0		1
71028	freehand av0-aj0		1
71029	freeholders nn2		1
71030	freeholds nn2		1
71031	freehouses nn2		1
71032	freehouse nn1		1
71033	freelances vvz		1
71034	freeloading nn1		1
71035	freeloading vvg		1
71036	freeloading vvg-nn1		1
71037	freeload vvi		1
71038	freel unc		1
71039	freemans np0		1
71040	freema unc		1
71041	freestanding aj0-nn1		1
71042	freeways nn2		1
71043	freewheel vvb-nn1		1
71044	freezable aj0		1
71045	freeze-dried aj0		1
71046	freezed vvd		1
71047	freezing nn1		1
71048	freight-forwarders nn2		1
71049	freighters nn2		1
71050	freighter nn1		1
71051	freischutz unc		1
71052	frenchay nn1		1
71053	frenchay np0-nn1		1
71054	frenchy aj0-nn1		1
71055	frenzied aj0		1
71056	frenzied aj0-vvn		1
71057	frenzies nn2		1
71058	frenzying aj0-nn1		1
71059	frequented vvn		1
71060	frequenter nn1		1
71061	frequent vvb		1
71062	frere nn1		1
71063	fresco unc		1
71064	freshening vvg-nn1		1
71065	freshen vvb		1
71066	freshen vvi		1
71067	frets vvz		1
71068	fretting aj0-vvg		1
71069	fretting vvg-aj0		1
71070	fret vvb		1
71071	fret vvb-nn1		1
71072	freud-darwin np0		1
71073	freudian aj0-nn1		1
71074	freudian nn1-aj0		1
71075	freyers np0		1
71076	friars nn2		1
71077	fridge- nn1-aj0		1
71078	fridge/freezers unc		1
71079	fridged aj0		1
71080	frid unc		1
71081	fried vvn		1
71082	fried vvn-vvd		1
71083	friendless aj0		1
71084	friendlier ajc		1
71085	friend np0		1
71086	friesians nn2		1
71087	fries vvz		1
71088	frigate nn1		1
71089	friggers nn2		1
71090	frigging vvg-aj0		1
71091	frighteners nn2		1
71092	frighteningly av0		1
71093	frightening vvg		1
71094	frighten unc		1
71095	frightfu unc		1
71096	frig nn1		1
71097	frilford np0		1
71098	fringe unc		1
71099	frippery nn1		1
71100	frisked vvd		1
71101	frisky aj0		1
71102	frisk nn1-vvb		1
71103	frisk np0		1
71104	frittering vvg		1
71105	fritz np0		1
71106	frit vvb		1
71107	frivolities nn2		1
71108	frizzed vvn		1
71109	frizzle nn1		1
71110	fro-ing nn1		1
71111	fro-ing vvg		1
71112	froben nn1-np0		1
71113	froben np0-nn1		1
71114	frocks nn2-vvz		1
71115	frocks vvz		1
71116	frog-jumping nn1-aj0		1
71117	frogged vvn		1
71118	froglet nn1-np0		1
71119	frognapark np0		1
71120	frogspawn nn1-vvb		1
71121	frolicking vvg		1
71122	from-ings nn2		1
71123	from av0		1
71124	front-benchers nn2		1
71125	front-ender nn1-aj0		1
71126	front-end aj0-nn1		1
71127	front- aj0-nn1		1
71128	fronted aj0		1
71129	fronted aj0-vvn		1
71130	fronted vvn		1
71131	fronting vvg		1
71132	frontispiece nn1-np0		1
71133	frontline nn1		1
71134	frontwards av0		1
71135	frost-bite aj0-nn1		1
71136	frostbitten aj0		1
71137	frostied aj0-vvd		1
71138	frostied np0		1
71139	frosties np0		1
71140	frosting vvg-aj0		1
71141	fros nn2		1
71142	frothing vvg		1
71143	frowned vvd		1
71144	frowned vvn		1
71145	frowning vvg		1
71146	frowns vvz-nn2		1
71147	frugally av0		1
71148	fruitella np0		1
71149	fruitella np0-nn1		1
71150	fruiterer. nn0		1
71151	fruiterers nn2		1
71152	fruiterer nn1		1
71153	fruiter nn1		1
71154	fruitiers nn2		1
71155	fruiting aj0-vvg		1
71156	frui unc		1
71157	frumil np0		1
71158	frump nn1		1
71159	frusamide nn1		1
71160	frusamide nn1-np0		1
71161	frusamide np0		1
71162	frusamide vvb		1
71163	frustratedest ajs		1
71164	frustrated aj0-vvd		1
71165	frustrated vvd		1
71166	frustrated vvn-vvd		1
71167	frustrate vvb		1
71168	frustratingly av0		1
71169	frustrat unc		1
71170	frus unc		1
